Time,iter,,Zmp-ref1,Zmp-FT_1_1,Zmp-FT_1_2,Zmp-FT_1_3,,Zmp-ref3,Zmp-FT_3_1,Zmp-FT_3_2,Zmp-FT_3_3,,Zmp-ref5,Zmp-FT_5_1,Zmp-FT_5_2,Zmp-FT_5_3,,Zmp-ref7,Zmp-FT_7_1,Zmp-FT_7_2,Zmp-FT_7_3,,Zmp-ref9,Zmp-FT_9_1,Zmp-FT_9_2,Zmp-FT_9_3
10.02,332,,0.0099999998,0.01486454,0.0103567,0.00902748,,0.0299999993,0.04655999,0.04221427,0.04384643,,0.0500000007,0.06888527,0.07233472,0.07230894,,0.0700000003,0.0896404,0.08574017,0.08917376,,0.0900000036,0.10269102,0.10592407,0.09386323
10.05,333,,0.0099999998,0.0154973,0.0107265,0.00870384,,0.0299999993,0.04833309,0.04330297,0.0441779,,0.0500000007,0.07413229,0.07936619,0.07906351,,0.0700000003,0.09241762,0.09004969,0.09343469,,0.0900000036,0.10725033,0.11167829,0.10326215
10.07,334,,0.0099999998,0.01730443,0.0108808,0.00931928,,0.0299999993,0.05039679,0.04472484,0.04669405,,0.0500000007,0.07745902,0.08331765,0.0823779,,0.0700000003,0.09959506,0.09990744,0.10383318,,0.0900000036,0.11788166,0.12189469,0.10763559
10.11,335,,0.0099999998,0.01782436,0.01264569,0.01068594,,0.0299999993,0.05457925,0.04585632,0.04718938,,0.0500000007,0.08357713,0.0901608,0.08972356,,0.0700000003,0.10282649,0.10525671,0.10903961,,0.0900000036,0.12170073,0.12600465,0.11615236
10.14,336,,0.0099999998,0.01854854,0.01311458,0.01124769,,0.0299999993,0.0562723,0.04648449,0.0481746,,0.0500000007,0.08614243,0.09308435,0.09300099,,0.0700000003,0.11064982,0.11525691,0.11977012,,0.0900000036,0.12766081,0.13432753,0.12306038
10.17,337,,0.0099999998,0.01870597,0.01329635,0.0116254,,0.0299999993,0.05847315,0.04618172,0.04801539,,0.0500000007,0.08957511,0.09741934,0.09763269,,0.0700000003,0.1143547,0.1200496,0.12446796,,0.0900000036,0.13102527,0.13780053,0.12674573
10.2,338,,0.0099999998,0.01860906,0.01301751,0.01195291,,0.0299999993,0.05922443,0.04569743,0.0472931,,0.0500000007,0.09118254,0.0989254,0.09920444,,0.0700000003,0.11946312,0.12634784,0.13193871,,0.0900000036,0.13496296,0.14433859,0.12990423
10.23,339,,0.0099999998,0.0181271,0.01230077,0.01141704,,0.0299999993,0.05926737,0.04406051,0.04659504,,0.0500000007,0.09097107,0.10014518,0.10112143,,0.0700000003,0.12070407,0.12852457,0.13438684,,0.0900000036,0.13693209,0.14822045,0.13589109
10.26,340,,0.0099999998,0.0167717,0.0116195,0.01100652,,0.0299999993,0.05849878,0.04319745,0.0439438,,0.0500000007,0.09013796,0.09986299,0.10090246,,0.0700000003,0.12119752,0.1316582,0.13835053,,0.0900000036,0.13951537,0.15374906,0.13866797
10.29,341,,0.0099999998,0.01611064,0.01008854,0.01061178,,0.0299999993,0.05549021,0.03982835,0.04231808,,0.0500000007,0.08666123,0.09730875,0.09871738,,0.0700000003,0.11959863,0.13205305,0.13866764,,0.0900000036,0.14037427,0.15481912,0.14252581
10.32,342,,0.0099999998,0.01474164,0.00941618,0.01035753,,0.0299999993,0.05323906,0.03795979,0.03787914,,0.0500000007,0.08401428,0.095348,0.09693857,,0.0700000003,0.11406581,0.13017946,0.13504562,,0.0900000036,0.1384711,0.1554483,0.14281389
10.35,343,,0.0099999998,0.01385063,0.00797545,0.00962367,,0.0299999993,0.04907155,0.03395061,0.03567044,,0.0500000007,0.07813662,0.08957562,0.09169947,,0.0700000003,0.11003911,0.12756619,0.13252908,,0.0900000036,0.13554859,0.15424876,0.14160194
10.38,344,,0.0099999998,0.01214563,0.00734936,0.00910432,,0.0299999993,0.04692311,0.03212556,0.03090108,,0.0500000007,0.07510975,0.08626509,0.0887531,,0.0700000003,0.10149774,0.12118147,0.12473317,,0.0900000036,0.12693186,0.15062585,0.13921484
10.41,345,,0.0099999998,0.01146945,0.00611963,0.00861943,,0.0299999993,0.04221841,0.02836787,0.02875218,,0.0500000007,0.06924495,0.07918434,0.08198946,,0.0700000003,0.09328556,0.11768898,0.12074008,,0.0900000036,0.12206591,0.14791253,0.13655771
10.44,346,,0.0099999998,0.01042301,0.00578586,0.00823474,,0.0299999993,0.04006413,0.02685224,0.02489092,,0.0500000007,0.0660366,0.07583137,0.07836809,,0.0700000003,0.08971442,0.10994255,0.11291642,,0.0900000036,0.11301097,0.14164726,0.13390189
10.47,347,,0.0099999998,0.00994579,0.00516824,0.00814991,,0.0299999993,0.03631183,0.02471709,0.02328576,,0.0500000007,0.05964288,0.06829946,0.0712723,,0.0700000003,0.08273122,0.10630011,0.10959985,,0.0900000036,0.10916417,0.13770397,0.12780398
10.5,348,,0.0099999998,0.00917561,0.00495971,0.00803448,,0.0299999993,0.03463948,0.02375651,0.02119006,,0.0500000007,0.05669738,0.06457117,0.06725703,,0.0700000003,0.07920153,0.10013748,0.1032664,,0.0900000036,0.10113175,0.13035208,0.1243439
10.53,349,,0.0099999998,0.00882665,0.00508216,0.00772856,,0.0299999993,0.03192197,0.02247504,0.02022534,,0.0500000007,0.05114175,0.05712887,0.05989677,,0.0700000003,0.07305113,0.0972799,0.100002,,0.0900000036,0.09764454,0.12683171,0.11867416
10.56,350,,0.0099999998,0.00833425,0.00520064,0.00768074,,0.0299999993,0.03069969,0.02212144,0.01959883,,0.0500000007,0.04907352,0.05403551,0.05617859,,0.0700000003,0.07006142,0.09183168,0.09472872,,0.0900000036,0.0911387,0.12085617,0.11357352
10.59,351,,0.0099999998,0.00818931,0.00556858,0.00763135,,0.0299999993,0.02891646,0.02189082,0.01939045,,0.0500000007,0.04550191,0.04812785,0.0501596,,0.0700000003,0.06527191,0.08923332,0.0920402,,0.0900000036,0.08843338,0.11788607,0.11094676
10.62,352,,0.0099999998,0.00783167,0.00581778,0.00748748,,0.0299999993,0.02809369,0.02188474,0.01979822,,0.0500000007,0.04391783,0.045884,0.04778516,,0.0700000003,0.0623085,0.08454164,0.08764497,,0.0900000036,0.08484769,0.1131569,0.10695204
10.65,353,,0.0099999998,0.00766003,0.00633395,0.00746475,,0.0299999993,0.02641219,0.02206906,0.02013458,,0.0500000007,0.04201625,0.04213814,0.04377094,,0.0700000003,0.06137004,0.08249292,0.08554586,,0.0900000036,0.08383298,0.11136378,0.10513899
10.68,354,,0.0099999998,0.00749871,0.00666644,0.00733068,,0.0299999993,0.02560016,0.02225678,0.02147137,,0.0500000007,0.04133306,0.0411123,0.04227968,,0.0700000003,0.06078363,0.07928738,0.08285218,,0.0900000036,0.0840312,0.10901499,0.10284876
10.71,355,,0.0099999998,0.00744461,0.00731772,0.00716534,,0.0299999993,0.02433259,0.02294253,0.0222301,,0.0500000007,0.0406117,0.03954506,0.04047285,,0.0700000003,0.06077267,0.07828841,0.08180058,,0.0900000036,0.08512442,0.10854337,0.10182284
10.74,356,,0.0099999998,0.00729175,0.00750096,0.00715002,,0.0299999993,0.023364,0.02329911,0.0240496,,0.0500000007,0.04020695,0.03901005,0.03984219,,0.0700000003,0.061529,0.0767862,0.08044114,,0.0900000036,0.08843142,0.10899274,0.10051441
10.77,357,,0.0099999998,0.00730133,0.00778315,0.00732696,,0.0299999993,0.02219005,0.0240922,0.02497481,,0.0500000007,0.03975189,0.03853092,0.03922683,,0.0700000003,0.06219411,0.07634813,0.07947299,,0.0900000036,0.09046402,0.11065447,0.10072885
10.8,358,,0.0099999998,0.00732269,0.0079951,0.00729845,,0.0299999993,0.02151882,0.02452246,0.02650016,,0.0500000007,0.03958017,0.0384529,0.03920842,,0.0700000003,0.06297501,0.07539519,0.07810173,,0.0900000036,0.09435315,0.11235753,0.1025287
10.83,359,,0.0099999998,0.00745887,0.00812958,0.00760591,,0.0299999993,0.02024125,0.02563216,0.02725521,,0.0500000007,0.03901737,0.03834787,0.03887618,,0.0700000003,0.06289546,0.07498194,0.07709506,,0.0900000036,0.09807196,0.11631757,0.10373288
10.86,360,,0.0099999998,0.00776658,0.00816076,0.00773086,,0.0299999993,0.0197925,0.02606429,0.02865078,,0.0500000007,0.03893878,0.03821924,0.03864578,,0.0700000003,0.06322493,0.07358477,0.07453781,,0.0900000036,0.09986754,0.11828078,0.10652775
10.89,361,,0.0099999998,0.00802608,0.00808076,0.00820917,,0.0299999993,0.01926633,0.02771842,0.03024027,,0.0500000007,0.03834772,0.03813456,0.03851834,,0.0700000003,0.06296101,0.07276941,0.07313909,,0.0900000036,0.10218766,0.12077005,0.10778998
10.92,362,,0.0099999998,0.00867173,0.00822066,0.00874824,,0.0299999993,0.01921116,0.02857815,0.03063309,,0.0500000007,0.03794241,0.03809224,0.03848559,,0.0700000003,0.06248198,0.07003541,0.06957868,,0.0900000036,0.10289241,0.12195231,0.10854232
10.95,363,,0.0099999998,0.00915809,0.0083343,0.00927258,,0.0299999993,0.01989816,0.03066936,0.03218742,,0.0500000007,0.0378525,0.03772861,0.03812154,,0.0700000003,0.06209638,0.06854784,0.06781608,,0.0900000036,0.10200449,0.12223049,0.1083461
10.98,364,,0.0099999998,0.01074471,0.00838304,0.00957494,,0.0299999993,0.02071284,0.03167489,0.03291459,,0.0500000007,0.03828349,0.03773601,0.03800441,,0.0700000003,0.06123926,0.06529518,0.06384813,,0.0900000036,0.10084937,0.12188473,0.10798363
11.01,365,,0.0099999998,0.01190127,0.00870815,0.01020285,,0.0299999993,0.02286978,0.0339116,0.03434327,,0.0500000007,0.03883603,0.0378494,0.0379704,,0.0700000003,0.06075995,0.06369928,0.06185666,,0.0900000036,0.0972457,0.11970891,0.1070035
11.04,366,,0.0099999998,0.01254508,0.00884353,0.01054659,,0.0299999993,0.02423689,0.03503256,0.03483971,,0.0500000007,0.04049471,0.03809688,0.03810717,,0.0700000003,0.06031633,0.06040287,0.05767634,,0.0900000036,0.09524794,0.11815158,0.10520117
11.07,367,,0.0099999998,0.01361761,0.0091999,0.01074182,,0.0299999993,0.02749,0.03669356,0.03672564,,0.0500000007,0.04181974,0.03936007,0.0391108,,0.0700000003,0.06053078,0.05859834,0.05589017,,0.0900000036,0.08921763,0.11357015,0.1038366
11.1,368,,0.0099999998,0.01399664,0.00931189,0.01059834,,0.0299999993,0.02929756,0.03731632,0.03697641,,0.0500000007,0.04571377,0.04032914,0.03998305,,0.0700000003,0.0608962,0.05539109,0.05250995,,0.0900000036,0.08740985,0.11072539,0.10051083
11.13,369,,0.0099999998,0.01528319,0.0095771,0.01056373,,0.0299999993,0.03323922,0.03807764,0.03709742,,0.0500000007,0.04772317,0.04322322,0.04280347,,0.0700000003,0.0611507,0.05403081,0.05148412,,0.0900000036,0.08433769,0.10373335,0.09802362
11.16,370,,0.0099999998,0.01520062,0.00955175,0.01025809,,0.0299999993,0.03534323,0.03810838,0.036634,,0.0500000007,0.05256565,0.04516292,0.04467081,,0.0700000003,0.06659453,0.05178536,0.04970969,,0.0900000036,0.08230376,0.09992325,0.09254014
11.19,371,,0.0099999998,0.01464432,0.00946514,0.00982945,,0.0299999993,0.0388146,0.0373932,0.03551789,,0.0500000007,0.05532131,0.05012261,0.04921363,,0.0700000003,0.06857503,0.05103372,0.04966005,,0.0900000036,0.08144819,0.09151845,0.08953778
11.22,372,,0.0099999998,0.01427175,0.00926405,0.00946852,,0.0299999993,0.04048947,0.03666613,0.03449721,,0.0500000007,0.06064875,0.05337766,0.05232745,,0.0700000003,0.07350906,0.05059525,0.05077008,,0.0900000036,0.08130781,0.08790641,0.08358127
11.25,373,,0.0099999998,0.01343791,0.00890488,0.00886255,,0.0299999993,0.04319917,0.03434011,0.03217326,,0.0500000007,0.06317078,0.05944043,0.05850073,,0.0700000003,0.07622059,0.05078764,0.05209369,,0.0900000036,0.08239017,0.08062959,0.08098784
11.28,374,,0.0099999998,0.0124495,0.00857566,0.00816314,,0.0299999993,0.04422677,0.03295305,0.03091547,,0.0500000007,0.067929,0.06256627,0.06200695,,0.0700000003,0.0811369,0.05311688,0.05690655,,0.0900000036,0.0857847,0.07733929,0.07604677
11.31,375,,0.0099999998,0.01200013,0.00793168,0.00788062,,0.0299999993,0.0452835,0.03012723,0.02839241,,0.0500000007,0.07004524,0.06861927,0.06805457,,0.0700000003,0.08367971,0.05526406,0.06004377,,0.0900000036,0.08806361,0.07170725,0.07411087
11.34,376,,0.0099999998,0.01126255,0.00760281,0.00771701,,0.0299999993,0.04537749,0.02873119,0.02692916,,0.0500000007,0.07263649,0.07118085,0.07106221,,0.0700000003,0.08918894,0.06088483,0.06793674,,0.0900000036,0.09353012,0.06953926,0.07064401
11.37,377,,0.0099999998,0.01085737,0.00698495,0.00730717,,0.0299999993,0.04484501,0.02598828,0.02474667,,0.0500000007,0.07343449,0.0758924,0.07583807,,0.0700000003,0.09043678,0.06405158,0.07197803,,0.0900000036,0.09619991,0.0670903,0.06970159
11.4,378,,0.0099999998,0.01019506,0.00674575,0.00725853,,0.0299999993,0.04409054,0.0251362,0.0236934,,0.0500000007,0.07295794,0.07770465,0.07782388,,0.0700000003,0.09191746,0.07186606,0.10140134,,0.0900000036,0.1022837,0.06651106,0.06850285
11.43,379,,0.0099999998,0.00992196,0.00624191,0.00718618,,0.0299999993,0.0425098,0.02332528,0.02230436,,0.0500000007,0.07214067,0.07971345,0.08053863,,0.0700000003,0.09157175,0.07559185,0.10450201,,0.0900000036,0.10526232,0.06869622,0.06858522
11.46,380,,0.0099999998,0.00945565,0.00589703,0.00738142,,0.0299999993,0.04153876,0.02262824,0.02186964,,0.0500000007,0.06892212,0.08027753,0.08132998,,0.0700000003,0.08944423,0.08374596,0.10947464,,0.0900000036,0.10962745,0.07090394,0.07075483
11.49,381,,0.0099999998,0.00915427,0.00578205,0.00756679,,0.0299999993,0.03921786,0.02216853,0.0216261,,0.0500000007,0.06662939,0.0794064,0.08068029,,0.0700000003,0.08547995,0.08734624,0.11094094,,0.0900000036,0.11148768,0.07755175,0.0727201
11.52,382,,0.0099999998,0.00906689,0.00588973,0.00783863,,0.0299999993,0.03812307,0.02210378,0.02188928,,0.0500000007,0.06147756,0.07780485,0.07972541,,0.0700000003,0.08283244,0.0944441,0.11304713,,0.0900000036,0.11397248,0.08172357,0.0784637
11.55,383,,0.0099999998,0.00898512,0.00590822,0.00827266,,0.0299999993,0.03621572,0.02269835,0.02278746,,0.0500000007,0.05898412,0.07362105,0.0758342,,0.0700000003,0.07698186,0.09767611,0.11326101,,0.0900000036,0.11434508,0.09015377,0.08207449
11.58,384,,0.0099999998,0.00896555,0.00616584,0.0084429,,0.0299999993,0.03526929,0.0234225,0.02368681,,0.0500000007,0.05392733,0.07093157,0.07330113,,0.0700000003,0.07421766,0.10269593,0.1120531,,0.0900000036,0.11393257,0.09468266,0.08934207
11.61,385,,0.0099999998,0.0089879,0.00673085,0.0085598,,0.0299999993,0.03370611,0.02501644,0.02555501,,0.0500000007,0.05130105,0.06514311,0.06740113,,0.0700000003,0.06920481,0.10443903,0.11011159,,0.0900000036,0.112505,0.10331796,0.09307988
11.64,386,,0.0099999998,0.0089896,0.00710568,0.00886107,,0.0299999993,0.03293209,0.02601876,0.02682941,,0.0500000007,0.0469369,0.06213133,0.06436707,,0.0700000003,0.06226271,0.10688619,0.10513379,,0.0900000036,0.10879447,0.10758564,0.10024329
11.67,387,,0.0099999998,0.00905959,0.00770561,0.00892784,,0.0299999993,0.03165079,0.02781704,0.02913668,,0.0500000007,0.04507294,0.0566931,0.05857233,,0.0700000003,0.06051315,0.10741512,0.10246927,,0.0900000036,0.10662276,0.11483403,0.10339236
11.7,388,,0.0099999998,0.0092027,0.00810561,0.00901282,,0.0299999993,0.0311551,0.0287851,0.03032655,,0.0500000007,0.04206931,0.0537216,0.05569202,,0.0700000003,0.05768421,0.1055168,0.09638531,,0.0900000036,0.10140797,0.11862068,0.10970475
11.73,389,,0.0099999998,0.00933716,0.0088007,0.00911813,,0.0299999993,0.0300351,0.03053898,0.03230168,,0.0500000007,0.04130557,0.04894197,0.0502643,,0.0700000003,0.05694376,0.10368931,0.09317555,,0.0900000036,0.0987227,0.12418777,0.11238727
11.76,390,,0.0099999998,0.00966405,0.00905627,0.00917931,,0.0299999993,0.02945937,0.0312488,0.03317731,,0.0500000007,0.04025587,0.04693059,0.04831829,,0.0700000003,0.05649197,0.10130854,0.08722869,,0.0900000036,0.09355779,0.12666766,0.11710267
11.79,391,,0.0099999998,0.01004514,0.00931248,0.00921715,,0.0299999993,0.02856703,0.03235294,0.03438041,,0.0500000007,0.04023673,0.04351903,0.04464341,,0.0700000003,0.05703831,0.09578288,0.08415331,,0.0900000036,0.09111218,0.12920147,0.11927286
11.82,392,,0.0099999998,0.01064966,0.00951972,0.00928315,,0.0299999993,0.02799347,0.03294465,0.03478527,,0.0500000007,0.04241896,0.04242991,0.04347828,,0.0700000003,0.05915871,0.09318,0.07948852,,0.0900000036,0.08740854,0.12935193,0.12180857
11.85,393,,0.0099999998,0.01088465,0.00940351,0.00927962,,0.0299999993,0.02700831,0.03338832,0.03498351,,0.0500000007,0.0432151,0.04103953,0.04156926,,0.0700000003,0.06072785,0.0869028,0.07693995,,0.0900000036,0.08592791,0.12819682,0.12215924
11.88,394,,0.0099999998,0.01150686,0.00944474,0.00921565,,0.0299999993,0.02648299,0.03324666,0.03486625,,0.0500000007,0.0441124,0.04088814,0.0413436,,0.0700000003,0.06423591,0.08392141,0.07307357,,0.0900000036,0.08374586,0.126974,0.12164986
11.92,395,,0.0099999998,0.01218365,0.00914037,0.00928474,,0.0299999993,0.02569415,0.03316137,0.03431575,,0.0500000007,0.04644302,0.04137109,0.0416077,,0.0700000003,0.06627359,0.07828536,0.07166192,,0.0900000036,0.08295863,0.12346075,0.12088315
11.94,396,,0.0099999998,0.01246516,0.00907147,0.00926157,,0.0299999993,0.02547023,0.03308506,0.03378768,,0.0500000007,0.0474436,0.0418953,0.04203868,,0.0700000003,0.0701726,0.07577072,0.06897804,,0.0900000036,0.08275063,0.1215108,0.11762798
11.97,397,,0.0099999998,0.012991,0.00848407,0.00916833,,0.0299999993,0.02531216,0.03260405,0.03272541,,0.0500000007,0.04955401,0.04369962,0.04359742,,0.0700000003,0.0719887,0.07131765,0.06798083,,0.0900000036,0.0834885,0.11724482,0.11570847
12.01,398,,0.0099999998,0.01327236,0.00828619,0.00922262,,0.0299999993,0.02540931,0.03221905,0.03210177,,0.0500000007,0.05044986,0.04449341,0.04436824,,0.0700000003,0.0749049,0.06772047,0.06690323,,0.0900000036,0.08575721,0.11562043,0.11162823
12.03,399,,0.0099999998,0.01344845,0.00790262,0.00911027,,0.0299999993,0.02596238,0.03159761,0.03088055,,0.0500000007,0.0519086,0.04669704,0.04638143,,0.0700000003,0.07651576,0.06617814,0.0665667,,0.0900000036,0.08755584,0.11214723,0.10950193
12.06,400,,0.0099999998,0.01336658,0.00768898,0.00899023,,0.0299999993,0.02628511,0.03109855,0.03030255,,0.0500000007,0.05253015,0.04775699,0.04751821,,0.0700000003,0.07811459,0.06499626,0.06623457,,0.0900000036,0.09114023,0.1107385,0.10503708
12.09,401,,0.0099999998,0.01327277,0.00744404,0.00879033,,0.0299999993,0.0278035,0.0305554,0.02938737,,0.0500000007,0.05365071,0.0496704,0.04970875,,0.0700000003,0.07854781,0.06355017,0.06637671,,0.0900000036,0.09325478,0.10852376,0.10298938
12.12,402,,0.0099999998,0.0129022,0.00740869,0.00844866,,0.0299999993,0.02878149,0.03013182,0.02891705,,0.0500000007,0.05426448,0.0506437,0.05075713,,0.0700000003,0.07876633,0.06340261,0.06662813,,0.0900000036,0.09703377,0.10665952,0.09923597
12.16,403,,0.0099999998,0.01242115,0.0073033,0.00830974,,0.0299999993,0.03076509,0.02929926,0.02812717,,0.0500000007,0.05507635,0.05203759,0.05222642,,0.0700000003,0.07835355,0.06339971,0.06661092,,0.0900000036,0.09901036,0.10625492,0.09765098
12.18,404,,0.0099999998,0.01216956,0.00726359,0.00811542,,0.0299999993,0.03285685,0.02904807,0.02787604,,0.0500000007,0.05634194,0.05268216,0.05304401,,0.0700000003,0.07728787,0.06368995,0.06731059,,0.0900000036,0.10179119,0.10613866,0.09504434
12.22,405,,0.0099999998,0.01147686,0.00728951,0.00798746,,0.0299999993,0.03413335,0.02820075,0.02735363,,0.0500000007,0.05684785,0.05391706,0.05438458,,0.0700000003,0.07669504,0.06456061,0.06774902,,0.0900000036,0.10287227,0.10734929,0.0943994
12.24,406,,0.0099999998,0.01134269,0.00734988,0.00778898,,0.0299999993,0.03607133,0.02769413,0.02725163,,0.0500000007,0.05809163,0.05452978,0.05492792,,0.0700000003,0.07511039,0.0652411,0.0684626,,0.0900000036,0.10416804,0.10758321,0.09312718
12.28,407,,0.0099999998,0.01078062,0.00744984,0.00781605,,0.0299999993,0.03698173,0.02680991,0.02679436,,0.0500000007,0.05872975,0.05591008,0.05623766,,0.0700000003,0.07458989,0.06655081,0.068805,,0.0900000036,0.10437392,0.10909431,0.09294986
12.3,408,,0.0099999998,0.01051373,0.00743507,0.0078657,,0.0299999993,0.03823079,0.02652682,0.02672022,,0.0500000007,0.06005421,0.05652774,0.05714244,,0.0700000003,0.07308431,0.0672396,0.06986745,,0.0900000036,0.10321929,0.1093771,0.09299967
12.33,409,,0.0099999998,0.01017521,0.00737373,0.00786028,,0.0299999993,0.03885368,0.02593221,0.0264475,,0.0500000007,0.06084804,0.05826578,0.05860171,,0.0700000003,0.07241374,0.06864258,0.07059564,,0.0900000036,0.10225496,0.11000605,0.09283993
12.37,410,,0.0099999998,0.01002055,0.00747814,0.00814846,,0.0299999993,0.03916936,0.02584644,0.02651014,,0.0500000007,0.06093994,0.05922631,0.05958953,,0.0700000003,0.07187343,0.06917018,0.07233769,,0.0900000036,0.09998173,0.10988171,0.09319243
12.4,411,,0.0099999998,0.00979558,0.00734003,0.00815418,,0.0299999993,0.03924818,0.0256332,0.0264546,,0.0500000007,0.06081975,0.06117102,0.06137677,,0.0700000003,0.07215103,0.07033712,0.07332747,,0.0900000036,0.09879441,0.10871983,0.09324566
12.42,412,,0.0099999998,0.00972468,0.0075332,0.00859442,,0.0299999993,0.03904318,0.02586505,0.02664296,,0.0500000007,0.06048872,0.0620179,0.06230778,,0.0700000003,0.07252066,0.07131684,0.07550199,,0.0900000036,0.09599367,0.1080083,0.09350046
12.45,413,,0.0099999998,0.00976721,0.00747652,0.00873147,,0.0299999993,0.03864893,0.02642676,0.02705524,,0.0500000007,0.05922744,0.06408149,0.0641818,,0.0700000003,0.07254963,0.07177883,0.07693678,,0.0900000036,0.09478062,0.10536887,0.09365448
12.48,414,,0.0099999998,0.00970963,0.00746063,0.00912823,,0.0299999993,0.03751986,0.02677725,0.02734243,,0.0500000007,0.05821988,0.06479317,0.06523542,,0.0700000003,0.07259527,0.07234357,0.08001922,,0.0900000036,0.09268025,0.10392854,0.09338391
12.52,415,,0.0099999998,0.00974207,0.00754406,0.00926507,,0.0299999993,0.03696584,0.02788283,0.02817658,,0.0500000007,0.05572881,0.06596908,0.06644641,,0.0700000003,0.07260808,0.07346486,0.08190129,,0.0900000036,0.09173118,0.10009947,0.09305063
12.54,416,,0.0099999998,0.00986993,0.00758234,0.00933255,,0.0299999993,0.0350889,0.02853185,0.02855019,,0.0500000007,0.0543353,0.0661746,0.06663755,,0.0700000003,0.07228114,0.07470243,0.08554484,,0.0900000036,0.0909407,0.09809864,0.09231097
12.58,417,,0.0099999998,0.00994326,0.00775246,0.00953038,,0.0299999993,0.0345419,0.02992873,0.02979982,,0.0500000007,0.05174436,0.0656984,0.06681328,,0.0700000003,0.07158644,0.07558557,0.0874408,,0.0900000036,0.09061942,0.09376463,0.09157453
12.6,418,,0.0099999998,0.0100704,0.00793582,0.00949265,,0.0299999993,0.03347059,0.03048584,0.03025712,,0.0500000007,0.05014394,0.06523888,0.06620573,,0.0700000003,0.07093038,0.07654055,0.09140285,,0.0900000036,0.09075488,0.09208772,0.09000015
12.64,419,,0.0099999998,0.01023258,0.00809125,0.00943342,,0.0299999993,0.03323802,0.03185067,0.03132673,,0.0500000007,0.04765925,0.06341675,0.06471603,,0.0700000003,0.06977613,0.07873757,0.09285364,,0.0900000036,0.09142707,0.08835515,0.08895242
12.67,420,,0.0099999998,0.0104351,0.00829426,0.00928059,,0.0299999993,0.03228205,0.03237859,0.03181063,,0.0500000007,0.046859,0.06224333,0.06341737,,0.0700000003,0.06901412,0.08155961,0.0959684,,0.0900000036,0.09335652,0.08715998,0.08774399
12.69,421,,0.0099999998,0.01048758,0.00859398,0.0091264,,0.0299999993,0.03211407,0.03292117,0.0327278,,0.0500000007,0.04515695,0.05908985,0.06059334,,0.0700000003,0.06775406,0.08314256,0.09718114,,0.0900000036,0.09437641,0.08487964,0.0871229
12.73,422,,0.0099999998,0.01074656,0.0086516,0.00887387,,0.0299999993,0.03141705,0.03319844,0.03296465,,0.0500000007,0.04454055,0.05749804,0.05887821,,0.0700000003,0.06704431,0.08618549,0.09836207,,0.0900000036,0.09643696,0.08418688,0.08621743
12.76,423,,0.0099999998,0.01093827,0.0086723,0.00880106,,0.0299999993,0.03061157,0.0331352,0.0331277,,0.0500000007,0.04408454,0.05394831,0.05546135,,0.0700000003,0.0667946,0.08762589,0.09880891,,0.0900000036,0.09750082,0.08379862,0.08602336
12.78,424,,0.0099999998,0.0113677,0.00874623,0.00867915,,0.0299999993,0.03038064,0.03290931,0.03311434,,0.0500000007,0.04424462,0.05244115,0.0539609,,0.0700000003,0.06662607,0.08999317,0.09818203,,0.0900000036,0.09915373,0.08421363,0.08600131
12.81,425,,0.0099999998,0.01167913,0.00868485,0.0085202,,0.0299999993,0.02977183,0.03201448,0.03281287,,0.0500000007,0.0450999,0.04957021,0.05088678,,0.0700000003,0.06695052,0.09106328,0.09722931,,0.0900000036,0.09993839,0.08639024,0.08623231
12.84,426,,0.0099999998,0.01176742,0.00865628,0.00835944,,0.0299999993,0.0295399,0.0315631,0.03233292,,0.0500000007,0.0460924,0.04845756,0.04947951,,0.0700000003,0.06787638,0.09235017,0.09423906,,0.0900000036,0.10059017,0.0881297,0.08770507
12.88,427,,0.0099999998,0.01210193,0.00829224,0.00841738,,0.0299999993,0.0292061,0.03039323,0.03136698,,0.0500000007,0.04820728,0.04648947,0.04723667,,0.0700000003,0.0684443,0.09257948,0.09211735,,0.0900000036,0.10094751,0.09294505,0.08862232
12.91,428,,0.0099999998,0.01216226,0.00814884,0.00826867,,0.0299999993,0.02910569,0.02996431,0.030122,,0.0500000007,0.049371,0.04604452,0.04659899,,0.0700000003,0.07017534,0.09194964,0.08767007,,0.0900000036,0.10025494,0.0952258,0.09158681
12.94,429,,0.0099999998,0.01235592,0.00773449,0.00848868,,0.0299999993,0.02900636,0.02891659,0.02948382,,0.0500000007,0.05156112,0.04541859,0.04571654,,0.0700000003,0.0722556,0.09127746,0.08512299,,0.0900000036,0.09945964,0.10378434,0.09351294
12.97,430,,0.0099999998,0.01241515,0.00765128,0.00846835,,0.0299999993,0.02931898,0.02823972,0.02893768,,0.0500000007,0.05278497,0.04544867,0.04586106,,0.0700000003,0.07334566,0.08882329,0.08031838,,0.0900000036,0.09793285,0.10665128,0.09727093
13,431,,0.0099999998,0.01241297,0.00737518,0.00855596,,0.0299999993,0.02961439,0.02748599,0.02779561,,0.0500000007,0.0551704,0.0464135,0.04641379,,0.0700000003,0.07512147,0.08717406,0.07821516,,0.0900000036,0.09669752,0.11173582,0.09945773
13.03,432,,0.0099999998,0.01228279,0.00713945,0.00840987,,0.0299999993,0.03039713,0.02725253,0.02732623,,0.0500000007,0.05587335,0.04738818,0.04705568,,0.0700000003,0.0761136,0.08315811,0.07413485,,0.0900000036,0.09480737,0.11402459,0.103317
